Entity,Code,Day,total_vaccinations
Japan,JPN,2022-06-02,281494159
Japan,JPN,2022-06-03,281738094
Japan,JPN,2022-06-04,282034141
Japan,JPN,2022-06-05,282104699
Japan,JPN,2022-06-06,282194474
Japan,JPN,2022-06-07,282283005
Japan,JPN,2022-06-08,282365833
Japan,JPN,2022-06-09,282446498
Japan,JPN,2022-06-10,282669391
Japan,JPN,2022-06-11,282936853
Japan,JPN,2022-06-12,283000424
Japan,JPN,2022-06-13,283081487
Japan,JPN,2022-06-14,283162529
Japan,JPN,2022-06-15,283240462
Japan,JPN,2022-06-16,283316103
Japan,JPN,2022-06-17,283527446
Japan,JPN,2022-06-18,283767556
Japan,JPN,2022-06-19,283825289
Japan,JPN,2022-06-20,283912502
Japan,JPN,2022-06-21,284005310
Japan,JPN,2022-06-22,284099597
Japan,JPN,2022-06-23,284192159
Japan,JPN,2022-06-24,284423585
Japan,JPN,2022-06-25,284689531
Japan,JPN,2022-06-26,284756733
Japan,JPN,2022-06-27,284881863
Japan,JPN,2022-06-28,285020221
Japan,JPN,2022-06-29,285153197
Japan,JPN,2022-06-30,285281251
Japan,JPN,2022-07-01,285568471
Japan,JPN,2022-07-02,285851025
Japan,JPN,2022-07-03,285939503
Japan,JPN,2022-07-04,286202476
Japan,JPN,2022-07-05,286481530
Japan,JPN,2022-07-06,286751687
Japan,JPN,2022-07-07,287041128
Japan,JPN,2022-07-08,287527842
Japan,JPN,2022-07-09,287990500
Japan,JPN,2022-07-10,288152069
Japan,JPN,2022-07-11,288559898
Japan,JPN,2022-07-12,289009728
Japan,JPN,2022-07-13,289441419
Japan,JPN,2022-07-14,289877797
Japan,JPN,2022-07-15,290541804
Japan,JPN,2022-07-16,291223109
Japan,JPN,2022-07-17,291534125
Japan,JPN,2022-07-18,291637139
Japan,JPN,2022-07-19,292217059
Japan,JPN,2022-07-20,292810715
Japan,JPN,2022-07-21,293380009
Japan,JPN,2022-07-22,294196490
Japan,JPN,2022-07-23,295027052
Japan,JPN,2022-07-24,295467112
Japan,JPN,2022-07-25,296090222
Japan,JPN,2022-07-26,296773967
Japan,JPN,2022-07-27,297426252
Japan,JPN,2022-07-28,298074952
Japan,JPN,2022-07-29,298962838
Japan,JPN,2022-07-30,299865122
Japan,JPN,2022-07-31,300315136
Japan,JPN,2022-08-01,300898005
Japan,JPN,2022-08-02,301556356
Japan,JPN,2022-08-03,302199970
Japan,JPN,2022-08-04,302828627
Japan,JPN,2022-08-05,303737639
Japan,JPN,2022-08-06,304643137
Japan,JPN,2022-08-07,305067332
Japan,JPN,2022-08-08,305700844
Japan,JPN,2022-08-09,306387331
Japan,JPN,2022-08-10,307089757
Japan,JPN,2022-08-11,307297688
Japan,JPN,2022-08-12,307882789
Japan,JPN,2022-08-13,308200618
Japan,JPN,2022-08-14,308344875
Japan,JPN,2022-08-15,308553938
Japan,JPN,2022-08-16,308955030
Japan,JPN,2022-08-17,309479360
Japan,JPN,2022-08-18,310039754
Japan,JPN,2022-08-19,310876684
Japan,JPN,2022-08-20,311690723
Japan,JPN,2022-08-21,312076201
Japan,JPN,2022-08-22,312628404
Japan,JPN,2022-08-23,313230074
Japan,JPN,2022-08-24,313794074
Japan,JPN,2022-08-25,314331263
Japan,JPN,2022-08-26,315141187
Japan,JPN,2022-08-27,315890645
Japan,JPN,2022-08-28,316219357
Japan,JPN,2022-08-29,316704147
Japan,JPN,2022-08-30,317234611
Japan,JPN,2022-08-31,317700754
Japan,JPN,2022-09-01,318051472
Japan,JPN,2022-09-02,318618300
Japan,JPN,2022-09-03,319124495
Japan,JPN,2022-09-04,319295449
Japan,JPN,2022-09-05,319619628
Japan,JPN,2022-09-06,319959873
Japan,JPN,2022-09-07,320284775
Japan,JPN,2022-09-08,320572708
Japan,JPN,2022-09-09,321055124
Japan,JPN,2022-09-10,321490477
Japan,JPN,2022-09-11,321616059
Japan,JPN,2022-09-12,321880216
Japan,JPN,2022-09-13,322161679
Japan,JPN,2022-09-14,322413022
Japan,JPN,2022-09-15,322635324
Japan,JPN,2022-09-16,323020232
Japan,JPN,2022-09-17,323357345
Japan,JPN,2022-09-18,323433220
Japan,JPN,2022-09-19,323450755
Japan,JPN,2022-09-20,323652216
Japan,JPN,2022-09-21,323848202
Japan,JPN,2022-09-22,324053631
Japan,JPN,2022-09-23,324121530
Japan,JPN,2022-09-24,324373927
Japan,JPN,2022-09-25,324462783
Japan,JPN,2022-09-26,324636491
Japan,JPN,2022-09-27,324822750
Japan,JPN,2022-09-28,325005534
Japan,JPN,2022-09-29,325174800
Japan,JPN,2022-09-30,325473375
Japan,JPN,2022-10-01,325673927
Japan,JPN,2022-10-02,325739979
Japan,JPN,2022-10-03,325858307
Japan,JPN,2022-10-04,325988694
Japan,JPN,2022-10-05,326112630
Japan,JPN,2022-10-06,326233704
Japan,JPN,2022-10-07,326490040
Japan,JPN,2022-10-08,326802759
Japan,JPN,2022-10-09,326919856
Japan,JPN,2022-10-10,326951984
Japan,JPN,2022-10-11,327128848
Japan,JPN,2022-10-12,327302851
Japan,JPN,2022-10-13,327469391
Japan,JPN,2022-10-14,327808721
Japan,JPN,2022-10-15,328217117
Japan,JPN,2022-10-16,328376663
Japan,JPN,2022-10-17,328587850
Japan,JPN,2022-10-18,328810372
Japan,JPN,2022-10-19,329026053
Japan,JPN,2022-10-20,329233806
Japan,JPN,2022-10-21,329646128
Japan,JPN,2022-10-22,330168171
Japan,JPN,2022-10-23,330373681
Japan,JPN,2022-10-24,330606535
Japan,JPN,2022-10-25,330859174
Japan,JPN,2022-10-26,331112368
Japan,JPN,2022-10-27,331368121
Japan,JPN,2022-10-28,331856935
Japan,JPN,2022-10-29,332456256
Japan,JPN,2022-10-30,332716989
Japan,JPN,2022-10-31,333003925
Japan,JPN,2022-11-01,333357001
Japan,JPN,2022-11-02,333783467
Japan,JPN,2022-11-03,333981615
Japan,JPN,2022-11-04,334592961
Japan,JPN,2022-11-05,335314381
Japan,JPN,2022-11-06,335669596
Japan,JPN,2022-11-07,336111813
Japan,JPN,2022-11-08,336607501
Japan,JPN,2022-11-09,337108288
Japan,JPN,2022-11-10,337617072
Japan,JPN,2022-11-11,338411299
Japan,JPN,2022-11-12,339311860
Japan,JPN,2022-11-13,339797104
Japan,JPN,2022-11-14,340358947
Japan,JPN,2022-11-15,340985180
Japan,JPN,2022-11-16,341617473
Japan,JPN,2022-11-17,342237202
Japan,JPN,2022-11-18,343162838
Japan,JPN,2022-11-19,344147118
Japan,JPN,2022-11-20,344696768
Japan,JPN,2022-11-21,345341432
Japan,JPN,2022-11-22,346159656
Japan,JPN,2022-11-23,346496904
Japan,JPN,2022-11-24,347192118
Japan,JPN,2022-11-25,348200664
Japan,JPN,2022-11-26,349249480
Japan,JPN,2022-11-27,349831348
Japan,JPN,2022-11-28,350526297
Japan,JPN,2022-11-29,351299806
Japan,JPN,2022-11-30,352044212
Japan,JPN,2022-12-01,352753428
Japan,JPN,2022-12-02,353782821
Japan,JPN,2022-12-03,354823816
Japan,JPN,2022-12-04,355367373
Japan,JPN,2022-12-05,356078469
Japan,JPN,2022-12-06,356875853
Japan,JPN,2022-12-07,357649615
Japan,JPN,2022-12-08,358393777
Japan,JPN,2022-12-09,359494614
Japan,JPN,2022-12-10,360564648
Japan,JPN,2022-12-11,361110242
Japan,JPN,2022-12-12,361832884
Japan,JPN,2022-12-13,362630565
Japan,JPN,2022-12-14,363393135
Japan,JPN,2022-12-15,364118106
Japan,JPN,2022-12-16,365198726
Japan,JPN,2022-12-17,366242526
Japan,JPN,2022-12-18,366765907
Japan,JPN,2022-12-19,367431600
Japan,JPN,2022-12-20,368168362
Japan,JPN,2022-12-21,368860848
Japan,JPN,2022-12-22,369512074
Japan,JPN,2022-12-23,370390826
Japan,JPN,2022-12-24,371159278
Japan,JPN,2022-12-25,371501132
Japan,JPN,2022-12-26,372049523
Japan,JPN,2022-12-27,372585960
Japan,JPN,2022-12-28,372967980
Japan,JPN,2022-12-29,373121941
Japan,JPN,2022-12-30,373160718
Japan,JPN,2022-12-31,373165262
Japan,JPN,2023-01-01,373165799
Japan,JPN,2023-01-02,373168887
Japan,JPN,2023-01-03,373172405
Japan,JPN,2023-01-04,373272887
Japan,JPN,2023-01-05,373444046
Japan,JPN,2023-01-06,373799715
Japan,JPN,2023-01-07,374188338
Japan,JPN,2023-01-08,374309428
Japan,JPN,2023-01-09,374340133
Japan,JPN,2023-01-10,374646517
Japan,JPN,2023-01-11,374966726
Japan,JPN,2023-01-12,375261665
Japan,JPN,2023-01-13,375749999
Japan,JPN,2023-01-14,376222966
Japan,JPN,2023-01-15,376356480
Japan,JPN,2023-01-16,376641524
Japan,JPN,2023-01-17,376942731
Japan,JPN,2023-01-18,377212997
Japan,JPN,2023-01-19,377450528
Japan,JPN,2023-01-20,377861477
Japan,JPN,2023-01-21,378244087
Japan,JPN,2023-01-22,378345745
Japan,JPN,2023-01-23,378556827
Japan,JPN,2023-01-24,378773724
Japan,JPN,2023-01-25,378956989
Japan,JPN,2023-01-26,379140114
Japan,JPN,2023-01-27,379467860
Japan,JPN,2023-01-28,379785800
Japan,JPN,2023-01-29,379866215
Japan,JPN,2023-01-30,380019134
Japan,JPN,2023-01-31,380179620
Japan,JPN,2023-02-01,380284084
Japan,JPN,2023-02-02,380375919
Japan,JPN,2023-02-03,380553796
Japan,JPN,2023-02-04,380743259
Japan,JPN,2023-02-05,380778068
Japan,JPN,2023-02-06,380865887
Japan,JPN,2023-02-07,380962766
Japan,JPN,2023-02-08,381046772
Japan,JPN,2023-02-09,381124393
Japan,JPN,2023-02-10,381288338
Japan,JPN,2023-02-11,381341413
Japan,JPN,2023-02-12,381367577
Japan,JPN,2023-02-13,381435216
Japan,JPN,2023-02-14,381508511
Japan,JPN,2023-02-15,381573123
Japan,JPN,2023-02-16,381634345
Japan,JPN,2023-02-17,381755481
Japan,JPN,2023-02-18,381899484
Japan,JPN,2023-02-19,381921807
Japan,JPN,2023-02-20,381975793
Japan,JPN,2023-02-21,382037371
Japan,JPN,2023-02-22,382104490
Japan,JPN,2023-02-23,382115182
Japan,JPN,2023-02-24,382217374
Japan,JPN,2023-02-25,382327778
Japan,JPN,2023-02-26,382346744
Japan,JPN,2023-02-27,382388933
Japan,JPN,2023-02-28,382434720
Japan,JPN,2023-03-01,382462819
Japan,JPN,2023-03-02,382490505
Japan,JPN,2023-03-03,382550266
Japan,JPN,2023-03-04,382618059
Japan,JPN,2023-03-05,382630148
Japan,JPN,2023-03-06,382656740
Japan,JPN,2023-03-07,382689491
Japan,JPN,2023-03-08,382718095
Japan,JPN,2023-03-09,382744600
Japan,JPN,2023-03-10,382804351
Japan,JPN,2023-03-11,382867460
Japan,JPN,2023-03-12,382877921
Japan,JPN,2023-03-13,382903705
Japan,JPN,2023-03-14,382932844
Japan,JPN,2023-03-15,382957786
Japan,JPN,2023-03-16,382979680
Japan,JPN,2023-03-17,383029281
Japan,JPN,2023-03-18,383084297
Japan,JPN,2023-03-19,383093670
Japan,JPN,2023-03-20,383119930
Japan,JPN,2023-03-21,383123377
Japan,JPN,2023-03-22,383144481
Japan,JPN,2023-03-23,383166164
Japan,JPN,2023-03-24,383214338
Japan,JPN,2023-03-25,383271561
Japan,JPN,2023-03-26,383284874
Japan,JPN,2023-03-27,383307521
Japan,JPN,2023-03-28,383336017
Japan,JPN,2023-03-29,383359890
Japan,JPN,2023-03-30,383380902
Japan,JPN,2023-03-31,383419107
Japan,JPN,2023-04-01,383436594
Japan,JPN,2023-04-02,383439074
Japan,JPN,2023-04-03,383446901
Japan,JPN,2023-04-04,383456515
Japan,JPN,2023-04-05,383465127
Japan,JPN,2023-04-06,383471970
Japan,JPN,2023-04-07,383489676
Japan,JPN,2023-04-08,383513079
Japan,JPN,2023-04-09,383516079
Japan,JPN,2023-04-10,383522638
Japan,JPN,2023-04-11,383530139
Japan,JPN,2023-04-12,383536970
Japan,JPN,2023-04-13,383543306
Japan,JPN,2023-04-14,383560226
Japan,JPN,2023-04-15,383584211
Japan,JPN,2023-04-16,383587760
Japan,JPN,2023-04-17,383594078
Japan,JPN,2023-04-18,383601545
Japan,JPN,2023-04-19,383608438
Japan,JPN,2023-04-20,383615361
Japan,JPN,2023-04-21,383633028
Japan,JPN,2023-04-22,383660753
Japan,JPN,2023-04-23,383664623
Japan,JPN,2023-04-24,383671834
Japan,JPN,2023-04-25,383679987
Japan,JPN,2023-04-26,383687783
Japan,JPN,2023-04-27,383694973
Japan,JPN,2023-04-28,383714597
Japan,JPN,2023-04-29,383721256
Japan,JPN,2023-04-30,383724199
Japan,JPN,2023-05-01,383729556
Japan,JPN,2023-05-02,383735450
Japan,JPN,2023-05-03,383736203
Japan,JPN,2023-05-04,383736895
Japan,JPN,2023-05-05,383738020
Japan,JPN,2023-05-06,383746133
Japan,JPN,2023-05-07,383747738
Jersey,JEY,2021-03-14,45758
Jersey,JEY,2021-03-21,52265
Jersey,JEY,2021-03-28,59132
Jersey,JEY,2021-04-04,67760
Jersey,JEY,2021-04-11,70859
Jersey,JEY,2021-04-18,77185
Jersey,JEY,2021-04-25,82738
Jersey,JEY,2021-05-02,88404
Jersey,JEY,2021-05-12,94574
Jersey,JEY,2021-05-16,97366
Jersey,JEY,2021-05-19,99736
Jersey,JEY,2021-05-23,103044
Jersey,JEY,2021-05-26,105714
Jersey,JEY,2021-05-30,108577
Jersey,JEY,2021-06-02,110975
Jersey,JEY,2021-06-06,113192
Jersey,JEY,2021-06-09,114615
Jersey,JEY,2021-06-13,116607
Jersey,JEY,2021-06-16,118216
Jersey,JEY,2021-06-20,119975
Jersey,JEY,2021-06-23,121209
Jersey,JEY,2021-06-27,122930
Jersey,JEY,2021-07-04,126554
Jersey,JEY,2021-07-07,128652
Jersey,JEY,2021-07-11,130793
Jersey,JEY,2021-07-14,132739
Jersey,JEY,2021-07-18,135379
Jersey,JEY,2021-07-21,137530
Jersey,JEY,2021-07-25,140245
Jersey,JEY,2021-07-28,142066
Jersey,JEY,2021-08-01,143244
Jersey,JEY,2021-08-04,144126
Jersey,JEY,2021-08-08,144896
Jersey,JEY,2021-08-11,145657
Jersey,JEY,2021-08-15,146439
Jersey,JEY,2021-08-18,146855
Jersey,JEY,2021-08-22,147643
Jersey,JEY,2021-08-29,148729
Jersey,JEY,2021-09-01,149353
Jersey,JEY,2021-09-05,149748
Jersey,JEY,2021-09-08,150070
Jersey,JEY,2021-09-12,150379
Jersey,JEY,2021-09-15,150652
Jersey,JEY,2021-09-19,150891
Jersey,JEY,2021-09-22,151059
Jersey,JEY,2021-09-26,153196
Jersey,JEY,2021-09-29,154921
Jersey,JEY,2021-10-03,157280
Jersey,JEY,2021-10-06,159090
Jersey,JEY,2021-10-13,162928
Jersey,JEY,2021-10-17,165076
Jersey,JEY,2021-10-20,166909
Jersey,JEY,2021-10-24,169124
Jersey,JEY,2021-10-27,170775
Jersey,JEY,2021-10-31,172720
Jersey,JEY,2021-11-03,174137
Jersey,JEY,2021-11-07,176025
Jersey,JEY,2021-11-10,177513
Jersey,JEY,2021-11-14,179485
Jersey,JEY,2021-11-17,181102
Jersey,JEY,2021-11-21,183066
Jersey,JEY,2021-11-24,184891
Jersey,JEY,2021-11-28,187228
Jersey,JEY,2021-12-01,189531
Jersey,JEY,2021-12-05,192065
Jersey,JEY,2021-12-08,194274
Jersey,JEY,2021-12-12,196865
Jersey,JEY,2021-12-15,199488
Jersey,JEY,2021-12-19,202739
Jersey,JEY,2021-12-26,206976
Jersey,JEY,2021-12-29,209935
Jersey,JEY,2022-01-02,211427
Jersey,JEY,2022-01-05,213492
Jersey,JEY,2022-01-09,215231
Jersey,JEY,2022-01-12,216476
Jersey,JEY,2022-01-16,217598
Jersey,JEY,2022-01-19,218226
Jersey,JEY,2022-01-23,218898
Jersey,JEY,2022-01-26,219359
Jersey,JEY,2022-01-30,219845
Jersey,JEY,2022-02-06,220629
Jersey,JEY,2022-02-13,221231
Jersey,JEY,2022-02-24,221940
Jersey,JEY,2022-02-27,222371
Jersey,JEY,2022-03-06,222803
Jersey,JEY,2022-03-13,223189
Jersey,JEY,2022-03-20,226090
Jersey,JEY,2022-03-27,228059
Jersey,JEY,2022-04-03,229131
Jersey,JEY,2022-04-10,230177
Jersey,JEY,2022-04-17,231170
Jersey,JEY,2022-04-24,232355
Jersey,JEY,2022-05-01,232966
Jersey,JEY,2022-05-08,233532
Jersey,JEY,2022-05-15,233982
Jersey,JEY,2022-05-22,234363
Jersey,JEY,2022-05-29,234672
Jersey,JEY,2022-06-05,234978
Jersey,JEY,2022-06-12,235239
Jersey,JEY,2022-06-19,235534
Jersey,JEY,2022-06-26,236026
Jersey,JEY,2022-07-03,236648
Jersey,JEY,2022-07-10,237019
Jersey,JEY,2022-07-17,237339
Jersey,JEY,2022-07-24,237658
Jersey,JEY,2022-07-31,237997
Jersey,JEY,2022-08-07,238111
Jersey,JEY,2022-08-14,238162
Jersey,JEY,2022-08-21,238176
Jersey,JEY,2022-08-28,238225
Jersey,JEY,2022-09-04,238279
Jersey,JEY,2022-09-11,240799
Jersey,JEY,2022-09-18,242600
Jersey,JEY,2022-09-25,245039
Jersey,JEY,2022-10-02,248176
Jersey,JEY,2022-10-09,250253
Jersey,JEY,2022-10-16,252511
Jersey,JEY,2022-10-23,255009
Jersey,JEY,2022-10-30,257209
Jersey,JEY,2022-11-06,259504
Jersey,JEY,2022-11-13,261357
Jersey,JEY,2022-11-20,262624
Jersey,JEY,2022-11-27,264032
Jersey,JEY,2022-12-04,265104
Jersey,JEY,2022-12-11,265737
Jersey,JEY,2022-12-18,266026
Jersey,JEY,2022-12-25,266239
Jersey,JEY,2023-01-01,266351
Jersey,JEY,2023-01-08,266569
Jersey,JEY,2023-01-15,266729
Jersey,JEY,2023-01-22,266854
Jersey,JEY,2023-01-29,266953
Jordan,JOR,2021-01-12,0
Jordan,JOR,2021-01-23,30000
Jordan,JOR,2021-01-31,40000
Jordan,JOR,2021-02-22,80000
Jordan,JOR,2021-02-25,150000
Jordan,JOR,2021-03-15,204151
Jordan,JOR,2021-03-17,241868
Jordan,JOR,2021-03-21,272648
Jordan,JOR,2021-03-24,320140
Jordan,JOR,2021-03-30,409203
Jordan,JOR,2021-04-07,524533
Jordan,JOR,2021-04-14,665226
Jordan,JOR,2021-04-19,732052
Jordan,JOR,2021-04-29,919922
Jordan,JOR,2021-05-04,1091048
Jordan,JOR,2021-05-18,1419950
Jordan,JOR,2021-05-26,1750000
Jordan,JOR,2021-05-27,1879809
Jordan,JOR,2021-05-28,1904235
Jordan,JOR,2021-06-06,2307978
Jordan,JOR,2021-06-08,2487617
Jordan,JOR,2021-06-10,2515014
Jordan,JOR,2021-06-11,2515652
Jordan,JOR,2021-06-13,2601824
Jordan,JOR,2021-06-14,2681287
Jordan,JOR,2021-06-15,2751281
Jordan,JOR,2021-06-16,2818027
Jordan,JOR,2021-06-17,2891997
Jordan,JOR,2021-06-18,2893320
Jordan,JOR,2021-06-19,2914335
Jordan,JOR,2021-06-20,3099657
Jordan,JOR,2021-06-21,3197278
Jordan,JOR,2021-06-24,3341638
Jordan,JOR,2021-06-25,3378945
Jordan,JOR,2021-06-26,3440724
Jordan,JOR,2021-06-27,3522719
Jordan,JOR,2021-06-28,3617998
Jordan,JOR,2021-06-30,3907618
Jordan,JOR,2021-07-02,3916223
Jordan,JOR,2021-07-04,3995188
Jordan,JOR,2021-07-05,4053724
Jordan,JOR,2021-07-06,4116064
Jordan,JOR,2021-07-07,4180380
Jordan,JOR,2021-07-09,4244779
Jordan,JOR,2021-07-11,4312212
Jordan,JOR,2021-07-12,4366297
Jordan,JOR,2021-07-13,4407580
Jordan,JOR,2021-07-14,4453670
Jordan,JOR,2021-07-15,4524542
Jordan,JOR,2021-07-17,4574361
Jordan,JOR,2021-07-18,4641453
Jordan,JOR,2021-07-19,4644073
Jordan,JOR,2021-07-21,4644140
Jordan,JOR,2021-07-22,4668898
Jordan,JOR,2021-07-24,4748953
Jordan,JOR,2021-07-25,4848741
Jordan,JOR,2021-07-26,4945351
Jordan,JOR,2021-07-27,5028619
Jordan,JOR,2021-07-29,5155730
Jordan,JOR,2021-07-30,5173865
Jordan,JOR,2021-07-31,5214727
Jordan,JOR,2021-08-01,5265074
Jordan,JOR,2021-08-09,5620347
Jordan,JOR,2021-08-10,5621602
Jordan,JOR,2021-08-11,5684478
Jordan,JOR,2021-08-13,5692336
Jordan,JOR,2021-08-14,5741689
Jordan,JOR,2021-08-15,5791708
Jordan,JOR,2021-08-16,5845629
Jordan,JOR,2021-08-17,5897072
Jordan,JOR,2021-08-18,5953209
Jordan,JOR,2021-08-19,5999613
Jordan,JOR,2021-08-20,6007827
Jordan,JOR,2021-08-21,6043931
Jordan,JOR,2021-08-22,6098386
Jordan,JOR,2021-08-23,6135960
Jordan,JOR,2021-08-24,6185774
Jordan,JOR,2021-08-25,6223438
Jordan,JOR,2021-08-26,6259831
Jordan,JOR,2021-08-27,6266164
Jordan,JOR,2021-08-28,6291218
Jordan,JOR,2021-08-29,6371558
Jordan,JOR,2021-08-31,6422943
Jordan,JOR,2021-09-01,6452806
Jordan,JOR,2021-09-03,6457892
Jordan,JOR,2021-09-04,6478391
Jordan,JOR,2021-09-05,6512659
Jordan,JOR,2021-09-06,6569452
Jordan,JOR,2021-09-08,6594040
Jordan,JOR,2021-09-09,6617461
Jordan,JOR,2021-09-10,6621480
Jordan,JOR,2021-09-11,6639608
Jordan,JOR,2021-09-12,6669093
Jordan,JOR,2021-09-13,6695777
Jordan,JOR,2021-09-14,6721452
Jordan,JOR,2021-09-15,6745641
Jordan,JOR,2021-09-16,6766704
Jordan,JOR,2021-09-17,6770298
Jordan,JOR,2021-09-18,6786367
Jordan,JOR,2021-09-19,6805103
Jordan,JOR,2021-09-20,6824232
Jordan,JOR,2021-09-21,6847557
Jordan,JOR,2021-09-22,6866023
Jordan,JOR,2021-09-23,6882807
Jordan,JOR,2021-09-24,6886546
Jordan,JOR,2021-09-25,6903943
Jordan,JOR,2021-09-26,6920178
Jordan,JOR,2021-09-27,6942596
Jordan,JOR,2021-09-28,6960192
Jordan,JOR,2021-09-29,6976290
Jordan,JOR,2021-09-30,7002305
Jordan,JOR,2021-10-01,7005022
Jordan,JOR,2021-10-02,7019525
Jordan,JOR,2021-10-03,7037813
Jordan,JOR,2021-10-04,7062866
Jordan,JOR,2021-10-05,7082081
Jordan,JOR,2021-10-07,7119810
Jordan,JOR,2021-10-08,7122254
Jordan,JOR,2021-10-09,7153612
Jordan,JOR,2021-10-12,7185258
Jordan,JOR,2021-10-13,7199291
Jordan,JOR,2021-10-14,7213207
Jordan,JOR,2021-10-15,7214980
Jordan,JOR,2021-10-16,7226625
Jordan,JOR,2021-10-17,7238510
Jordan,JOR,2021-10-18,7249891
Jordan,JOR,2021-10-19,7283306
Jordan,JOR,2021-10-21,7306637
Jordan,JOR,2021-10-22,7310446
Jordan,JOR,2021-10-23,7330320
Jordan,JOR,2021-10-24,7354774
Jordan,JOR,2021-10-25,7378157
Jordan,JOR,2021-10-26,7400075
Jordan,JOR,2021-10-27,7419676
Jordan,JOR,2021-10-28,7440887
Jordan,JOR,2021-10-29,7443329
Jordan,JOR,2021-10-30,7458688
Jordan,JOR,2021-10-31,7476831
Jordan,JOR,2021-11-01,7497107
Jordan,JOR,2021-11-02,7514459
Jordan,JOR,2021-11-03,7530990
Jordan,JOR,2021-11-04,7546438
Jordan,JOR,2021-11-05,7548386
Jordan,JOR,2021-11-06,7560343
Jordan,JOR,2021-11-07,7574613
Jordan,JOR,2021-11-08,7589001
Jordan,JOR,2021-11-09,7602182
Jordan,JOR,2021-11-10,7612454
Jordan,JOR,2021-11-11,7629483
Jordan,JOR,2021-11-12,7632014
Jordan,JOR,2021-11-13,7643784
Jordan,JOR,2021-11-14,7662371
Jordan,JOR,2021-11-15,7681383
Jordan,JOR,2021-11-16,7696996
Jordan,JOR,2021-11-18,7728788
Jordan,JOR,2021-11-20,7742207
Jordan,JOR,2021-11-21,7755890
Jordan,JOR,2021-11-22,7769308
Jordan,JOR,2021-11-23,7788938
Jordan,JOR,2021-11-24,7804321
Jordan,JOR,2021-11-25,7822828
Jordan,JOR,2021-11-27,7836747
Jordan,JOR,2021-11-28,7853665
Jordan,JOR,2021-11-29,7869925
Jordan,JOR,2021-11-30,7884721
Jordan,JOR,2021-12-01,7896544
Jordan,JOR,2021-12-02,7909924
Jordan,JOR,2021-12-03,7912774
Jordan,JOR,2021-12-04,7928725
Jordan,JOR,2021-12-05,7950684
Jordan,JOR,2021-12-06,7973144
Jordan,JOR,2021-12-07,7990312
Jordan,JOR,2021-12-08,8005420
Jordan,JOR,2021-12-09,8019165
Jordan,JOR,2021-12-10,8022496
Jordan,JOR,2021-12-11,8033715
Jordan,JOR,2021-12-12,8050084
Jordan,JOR,2021-12-13,8080375
Jordan,JOR,2021-12-15,8093268
Jordan,JOR,2021-12-16,8107720
Jordan,JOR,2021-12-17,8110107
Jordan,JOR,2021-12-18,8121360
Jordan,JOR,2021-12-19,8138188
Jordan,JOR,2021-12-20,8163210
Jordan,JOR,2021-12-22,8176990
Jordan,JOR,2021-12-23,8193096
Jordan,JOR,2021-12-24,8195175
Jordan,JOR,2021-12-26,8220492
Jordan,JOR,2021-12-27,8246682
Jordan,JOR,2021-12-28,8265793
Jordan,JOR,2022-01-19,9046603
Jordan,JOR,2022-01-25,9147386
Jordan,JOR,2022-02-02,9267426
Jordan,JOR,2022-02-06,9326347
Jordan,JOR,2022-02-09,9377901
Jordan,JOR,2022-02-15,9435288
Jordan,JOR,2022-02-23,9491363
Jordan,JOR,2022-03-02,9649298
Jordan,JOR,2022-03-10,9727982
Jordan,JOR,2022-03-31,9832387
Jordan,JOR,2022-04-18,9874355
Jordan,JOR,2022-04-27,9896497
Jordan,JOR,2022-05-05,9901017
Jordan,JOR,2022-05-13,9922666
Jordan,JOR,2022-05-20,9938176
Jordan,JOR,2022-05-29,9951844
Jordan,JOR,2022-06-13,9991560
Jordan,JOR,2022-06-27,9991560
Jordan,JOR,2022-06-28,10007983
Jordan,JOR,2022-07-10,10027401
Jordan,JOR,2022-07-19,10032773
Jordan,JOR,2022-08-07,10040301
Jordan,JOR,2022-08-21,10057975
Kazakhstan,KAZ,2021-01-31,0
Kazakhstan,KAZ,2021-02-11,14000
Kazakhstan,KAZ,2021-02-24,22294
Kazakhstan,KAZ,2021-03-15,87902
Kazakhstan,KAZ,2021-03-18,109995
Kazakhstan,KAZ,2021-04-10,385281
Kazakhstan,KAZ,2021-04-12,443974
Kazakhstan,KAZ,2021-04-18,856906
Kazakhstan,KAZ,2021-04-21,893164
Kazakhstan,KAZ,2021-04-22,956101
Kazakhstan,KAZ,2021-04-24,1001805
Kazakhstan,KAZ,2021-04-27,1133982
Kazakhstan,KAZ,2021-04-28,1559836
Kazakhstan,KAZ,2021-05-04,1769678
Kazakhstan,KAZ,2021-05-05,2025911
Kazakhstan,KAZ,2021-05-07,2158924
Kazakhstan,KAZ,2021-05-11,2455655
Kazakhstan,KAZ,2021-05-14,2512860
Kazakhstan,KAZ,2021-05-15,2564012
Kazakhstan,KAZ,2021-05-16,2590798
Kazakhstan,KAZ,2021-05-17,2603997
Kazakhstan,KAZ,2021-05-18,2650169
Kazakhstan,KAZ,2021-05-19,2700694
Kazakhstan,KAZ,2021-05-20,2754555
Kazakhstan,KAZ,2021-05-21,2808926
Kazakhstan,KAZ,2021-05-22,2872258
Kazakhstan,KAZ,2021-05-23,2902678
Kazakhstan,KAZ,2021-05-24,2914650
Kazakhstan,KAZ,2021-05-25,2964855
Kazakhstan,KAZ,2021-05-26,3009654
Kazakhstan,KAZ,2021-05-27,3097941
Kazakhstan,KAZ,2021-05-29,3140963
